,Combination,B_I,Ker Len,Duplicate Elem Vect,Duplicate
18410,"(5, 16, 21, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 -1 0 1],1
18411,"(5, 16, 21, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[1 -1 1 0 0],1
18412,"(5, 16, 21, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 -1 0 2],1
18413,"(5, 16, 21, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
18414,"(5, 16, 21, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 1 -1 0 1],1
18415,"(5, 16, 22, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -1 0 0 1],1
18416,"(5, 16, 22, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
18417,"(5, 16, 22, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[1 -1 0 0 1],1
18418,"(5, 16, 22, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
18419,"(5, 16, 22, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[1 -1 1 0 0],1
18420,"(5, 16, 22, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
18422,"(5, 16, 22, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18423,"(5, 16, 23, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[1 -1 -1 0 1],1
18424,"(5, 16, 23, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[1 -1 0 0 1],1
18425,"(5, 16, 23, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[1 -1 -1 0 1],1
18426,"(5, 16, 23, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18427,"(5, 16, 23, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[1 -1 -2 0 1],1
18428,"(5, 16, 23, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 0 0 1],1
18429,"(5, 16, 23, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[1 -1 -1 0 1],1
18430,"(5, 16, 24, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 0],1
18432,"(5, 16, 24, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18433,"(5, 16, 24, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
18434,"(5, 16, 24, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18436,"(5, 16, 25, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18437,"(5, 16, 25, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18438,"(5, 16, 25, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 0 0 1],1
18439,"(5, 16, 25, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 0 0 1],1
18440,"(5, 16, 25, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18441,"(5, 16, 26, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18442,"(5, 16, 26, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
18443,"(5, 16, 26, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18445,"(5, 16, 27, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
18446,"(5, 16, 27, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
18447,"(5, 16, 27, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18448,"(5, 16, 28, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18449,"(5, 16, 28, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18450,"(5, 16, 29, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18451,"(5, 17, 18, 19)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,[-1 1 1 0 0],1
18452,"(5, 17, 18, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,[-1 1 0 1 0],1
18453,"(5, 17, 18, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
18454,"(5, 17, 18, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[-1 1 -1 2 0],1
18455,"(5, 17, 18, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[1 -1 -2 1 0],1
18456,"(5, 17, 18, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18457,"(5, 17, 18, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
18458,"(5, 17, 18, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 1 0],1
18459,"(5, 17, 18, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 1 0 0],1
18461,"(5, 17, 18, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18462,"(5, 17, 18, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18463,"(5, 17, 19, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,[-1 1 1 1 0],1
18464,"(5, 17, 19, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,[1 -1 -1 2 0],1
18465,"(5, 17, 19, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18466,"(5, 17, 19, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -1 -1 1 0],1
18467,"(5, 17, 19, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[1 -1 -1 1 0],1
18468,"(5, 17, 19, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[1 -1 -1 1 0],1
18469,"(5, 17, 19, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18470,"(5, 17, 19, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 1 0 0],1
18471,"(5, 17, 19, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
18472,"(5, 17, 19, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 -1 2 0],1
18473,"(5, 17, 19, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[1 -1 -1 1 0],1
18474,"(5, 17, 20, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,[-1 1 -2 1 0],1
18475,"(5, 17, 20, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,[-1 1 -1 1 0],1
18476,"(5, 17, 20, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18477,"(5, 17, 20, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[-1 1 -1 1 0],1
18478,"(5, 17, 20, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[-1 1 -1 1 0],1
18479,"(5, 17, 20, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 1 0],1
18480,"(5, 17, 20, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18481,"(5, 17, 20, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 1 0],1
18482,"(5, 17, 20, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 1 -2 1 0],1
18483,"(5, 17, 20, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 -1 1 0],1
18484,"(5, 17, 21, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[1 -1 1 0 0],1
18485,"(5, 17, 21, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[1 -1 0 1 0],1
18486,"(5, 17, 21, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18487,"(5, 17, 21, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 0],1
18488,"(5, 17, 21, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[1 -1 0 1 0],1
18489,"(5, 17, 21, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[1 -1 1 0 0],1
18490,"(5, 17, 21, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18492,"(5, 17, 21, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18493,"(5, 17, 22, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -1 1 1 0],1
18494,"(5, 17, 22, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[-1 1 -1 1 0],1
18495,"(5, 17, 22, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 1 -1 1 0],1
18496,"(5, 17, 22, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18497,"(5, 17, 22, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[1 -1 1 0 0],1
18498,"(5, 17, 22, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 -1 2 0],1
18499,"(5, 17, 22, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
18500,"(5, 17, 22, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 -1 1 0],1
18501,"(5, 17, 23, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[1 -1 -1 1 0],1
18502,"(5, 17, 23, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[1 -1 -1 1 0],1
18503,"(5, 17, 23, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[1 -1 0 1 0],1
18504,"(5, 17, 23, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18505,"(5, 17, 23, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[1 -1 -2 1 0],1
18506,"(5, 17, 23, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 0 1 0],1
18507,"(5, 17, 23, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[1 -1 -1 1 0],1
18509,"(5, 17, 24, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18510,"(5, 17, 24, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18511,"(5, 17, 24, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18512,"(5, 17, 24, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18514,"(5, 17, 25, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18515,"(5, 17, 25, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18516,"(5, 17, 25, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18517,"(5, 17, 25, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18519,"(5, 17, 26, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18520,"(5, 17, 26, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 1 0],1
18521,"(5, 17, 26, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 0 1 0],1
18522,"(5, 17, 26, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18523,"(5, 17, 27, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
18524,"(5, 17, 27, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
18525,"(5, 17, 27, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18526,"(5, 17, 28, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18527,"(5, 17, 28, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18528,"(5, 17, 29, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18530,"(5, 18, 19, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
18531,"(5, 18, 19, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
18533,"(5, 18, 19, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[1 -1 -2 1 1],1
18534,"(5, 18, 19, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
18535,"(5, 18, 19, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
18536,"(5, 18, 19, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 1 0 0],1
18537,"(5, 18, 19, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
18539,"(5, 18, 19, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[1 -1 -2 1 1],1
18540,"(5, 18, 20, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,[0 0 1 -1 1],1
18542,"(5, 18, 20, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
18543,"(5, 18, 20, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[1 -1 1 -2 1],1
18544,"(5, 18, 20, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[0 0 1 -1 1],1
18545,"(5, 18, 20, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 1 0],1
18546,"(5, 18, 20, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
18547,"(5, 18, 20, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 1 0],1
18549,"(5, 18, 20, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[1 -1 1 -2 1],1
18550,"(5, 18, 21, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
18551,"(5, 18, 21, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
18552,"(5, 18, 21, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18554,"(5, 18, 21, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
18555,"(5, 18, 21, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[0 0 1 -1 1],1
18556,"(5, 18, 21, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[0 0 -1 1 0],1
18557,"(5, 18, 21, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18558,"(5, 18, 21, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[0 0 -1 1 0],1
18560,"(5, 18, 22, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[1 -1 0 -1 1],1
18561,"(5, 18, 22, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[0 0 -1 1 1],1
18562,"(5, 18, 22, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 -1 1 1],1
18563,"(5, 18, 22, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[1 -1 0 -1 1],1
18564,"(5, 18, 22, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 -1 2 0],1
