,Combination,B_I,Ker Len,Elementary Vector,Duplicate,Group
126,"(0, 1, 6, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
127,"(0, 1, 6, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
128,"(0, 1, 6, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
129,"(0, 1, 6, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 1, 0, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
130,"(0, 1, 7, 8)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 0, 0, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
131,"(0, 1, 7, 9)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 1, 0, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
132,"(0, 1, 7, 10)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 0, 1, 0]])",2,,0,
133,"(0, 1, 7, 11)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 0, 0, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
134,"(0, 1, 7, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
135,"(0, 1, 7, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
136,"(0, 1, 7, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
137,"(0, 1, 7, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
138,"(0, 1, 7, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 0, 1, 0]])",2,,0,
139,"(0, 1, 7, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
140,"(0, 1, 7, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
141,"(0, 1, 7, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
142,"(0, 1, 7, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
143,"(0, 1, 7, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
144,"(0, 1, 7, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
145,"(0, 1, 7, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
146,"(0, 1, 7, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
147,"(0, 1, 7, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
148,"(0, 1, 7, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
149,"(0, 1, 7, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
150,"(0, 1, 7, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
151,"(0, 1, 7, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
152,"(0, 1, 7, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
153,"(0, 1, 8, 9)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 0]])",1,"(0, 0, 0, 1, 0)",1,369.0
154,"(0, 1, 8, 10)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 0]])",1,"(0, 0, 1, 0, 0)",1,371.0
155,"(0, 1, 8, 11)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 0, 1]])",2,,0,
156,"(0, 1, 8, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
157,"(0, 1, 8, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
158,"(0, 1, 8, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
159,"(0, 1, 8, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 1, 0)",1,369.0
160,"(0, 1, 8, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0]])",1,"(0, 0, 1, 0, 0)",1,371.0
161,"(0, 1, 8, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1]])",2,,0,
162,"(0, 1, 8, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
163,"(0, 1, 8, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
164,"(0, 1, 8, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
165,"(0, 1, 8, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
166,"(0, 1, 8, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
167,"(0, 1, 8, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
168,"(0, 1, 8, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
169,"(0, 1, 8, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
170,"(0, 1, 8, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
171,"(0, 1, 8, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
172,"(0, 1, 8, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
173,"(0, 1, 8, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
174,"(0, 1, 8, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
175,"(0, 1, 9, 10)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
176,"(0, 1, 9, 11)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
177,"(0, 1, 9, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
178,"(0, 1, 9, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
179,"(0, 1, 9, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 0, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
180,"(0, 1, 9, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 0, 0]])",2,,0,
181,"(0, 1, 9, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
182,"(0, 1, 9, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
183,"(0, 1, 9, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
184,"(0, 1, 9, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
185,"(0, 1, 9, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 0, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
186,"(0, 1, 9, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
187,"(0, 1, 9, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
188,"(0, 1, 9, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
189,"(0, 1, 9, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
190,"(0, 1, 9, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
191,"(0, 1, 9, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
192,"(0, 1, 9, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
193,"(0, 1, 9, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
194,"(0, 1, 9, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
195,"(0, 1, 9, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 1, 0, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, 0, -1, 1)",1,367.0
196,"(0, 1, 10, 11)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 0, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
197,"(0, 1, 10, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
198,"(0, 1, 10, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
199,"(0, 1, 10, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
200,"(0, 1, 10, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
201,"(0, 1, 10, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 1, 0]])",2,,0,
202,"(0, 1, 10, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
203,"(0, 1, 10, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
204,"(0, 1, 10, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
205,"(0, 1, 10, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
206,"(0, 1, 10, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
207,"(0, 1, 10, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
208,"(0, 1, 10, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
209,"(0, 1, 10, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
210,"(0, 1, 10, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
211,"(0, 1, 10, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
212,"(0, 1, 10, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
213,"(0, 1, 10, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
214,"(0, 1, 10, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
215,"(0, 1, 10, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 0, 1)",1,364.0
216,"(0, 1, 11, 12)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
217,"(0, 1, 11, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
218,"(0, 1, 11, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
219,"(0, 1, 11, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 1, 0)",1,369.0
220,"(0, 1, 11, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 0]])",1,"(0, 0, 1, 0, 0)",1,371.0
221,"(0, 1, 11, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 0, 1]])",2,,0,
222,"(0, 1, 11, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
223,"(0, 1, 11, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
224,"(0, 1, 11, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
225,"(0, 1, 11, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
226,"(0, 1, 11, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
227,"(0, 1, 11, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
228,"(0, 1, 11, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
229,"(0, 1, 11, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
230,"(0, 1, 11, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
231,"(0, 1, 11, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
232,"(0, 1, 11, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
233,"(0, 1, 11, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
234,"(0, 1, 11, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
235,"(0, 1, 12, 13)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 0, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",0,366.0
236,"(0, 1, 12, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 0, 0, 1, 1]])",1,"(0, 0, 1, -1, 1)",0,370.0
237,"(0, 1, 12, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
238,"(0, 1, 12, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
239,"(0, 1, 12, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
240,"(0, 1, 12, 18)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 1, 0]])",2,,0,
241,"(0, 1, 12, 19)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",1,366.0
242,"(0, 1, 12, 20)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,"(0, 0, 1, -1, 1)",1,370.0
243,"(0, 1, 12, 21)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",2,,0,
244,"(0, 1, 12, 22)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",1,366.0
245,"(0, 1, 12, 23)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, -1, 1)",1,370.0
246,"(0, 1, 12, 24)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
247,"(0, 1, 12, 25)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",2,,0,
248,"(0, 1, 12, 26)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, -1, 1, 1)",1,366.0
249,"(0, 1, 12, 27)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, -1, 1)",1,370.0
250,"(0, 1, 12, 28)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
251,"(0, 1, 12, 29)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
252,"(0, 1, 12, 30)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
253,"(0, 1, 13, 14)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 1, 1]])",1,"(0, 0, -1, -1, 1)",0,363.0
254,"(0, 1, 13, 15)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 1, 0, 0]])",1,"(0, 0, 0, 1, 0)",1,369.0
255,"(0, 1, 13, 16)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 1, 0]])",1,"(0, 0, -1, 0, 1)",1,364.0
256,"(0, 1, 13, 17)","Matrix([[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1], [1, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
